country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,date,year,month,day,hour,day_name,pollutant_range,pollution_category
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",,23.243639,72.68994,PM2.5,30.0,66.0,44.0,,,,,,,36.0,Satisfactory
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",,28.710508,77.249485,NO2,11.0,74.0,35.0,,,,,,,63.0,Unknown
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",,28.710508,77.249485,OZONE,2.0,65.0,58.0,,,,,,,63.0,Unknown
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",,28.531346,77.190156,NH3,,,,,,,,,,,Unknown
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",,28.531346,77.190156,SO2,,,,,,,,,,,Unknown
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",,28.672342,77.31526,SO2,14.0,50.0,23.0,,,,,,,36.0,Unknown
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",,28.3419248,77.319699,NO2,19.0,21.0,20.0,,,,,,,2.0,Unknown
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",,28.3419248,77.319699,CO,40.0,102.0,51.0,,,,,,,62.0,Unknown
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",,28.52123,76.37138,OZONE,39.0,40.0,39.0,,,,,,,1.0,Unknown
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",,29.5364,75.0158,PM10,30.0,96.0,59.0,,,,,,,66.0,Satisfactory
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",,29.0272,77.0621,PM10,112.0,128.0,124.0,,,,,,,16.0,Moderate
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",,29.0272,77.0621,NO2,12.0,13.0,12.0,,,,,,,1.0,Unknown
India,Haryana,Yamuna Nagar,"Gobind Pura, Yamuna Nagar - HSPCB",,30.1480566,77.2893471,PM2.5,91.0,262.0,172.0,,,,,,,171.0,Very Poor
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",,30.943887,76.801991,NO2,3.0,61.0,27.0,,,,,,,58.0,Unknown
India,Jammu_and_Kashmir,Pampore,"Khrew, Pampore - JKPCC",,34.031606,75.009712,NO2,11.0,28.0,18.0,,,,,,,17.0,Unknown
India,Jammu_and_Kashmir,Pampore,"Khrew, Pampore - JKPCC",,34.031606,75.009712,SO2,3.0,4.0,4.0,,,,,,,1.0,Unknown
India,Jammu_and_Kashmir,Srinagar,"Khunmoh, Srinagar - JKPCC",,34.06313,74.96017,PM2.5,5.0,298.0,43.0,,,,,,,293.0,Satisfactory
India,Jammu_and_Kashmir,Srinagar,"Khunmoh, Srinagar - JKPCC",,34.06313,74.96017,PM10,14.0,165.0,92.0,,,,,,,151.0,Satisfactory
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC",,34.066206,74.81982,PM2.5,17.0,36.0,25.0,,,,,,,19.0,Good
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",,12.7816279,77.6299145,PM2.5,36.0,71.0,56.0,,,,,,,35.0,Satisfactory
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",,12.7816279,77.6299145,PM10,44.0,122.0,91.0,,,,,,,78.0,Satisfactory
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",,13.003872,77.664217,NH3,,,,,,,,,,,Unknown
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",,12.921418,77.502466,CO,3.0,38.0,15.0,,,,,,,35.0,Unknown
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",,12.921418,77.502466,OZONE,24.0,29.0,28.0,,,,,,,5.0,Unknown
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",,12.990328,77.5431385,CO,21.0,21.0,21.0,,,,,,,0.0,Unknown
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",,13.0246342,77.5080115,NO2,23.0,24.0,23.0,,,,,,,1.0,Unknown
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",,13.0246342,77.5080115,SO2,3.0,6.0,4.0,,,,,,,3.0,Unknown
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",,13.0246342,77.5080115,CO,26.0,42.0,39.0,,,,,,,16.0,Unknown
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",,13.0246342,77.5080115,OZONE,26.0,26.0,26.0,,,,,,,0.0,Unknown
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",,12.917348,77.622813,PM2.5,44.0,91.0,63.0,,,,,,,47.0,Moderate
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",,12.917348,77.622813,OZONE,13.0,99.0,73.0,,,,,,,86.0,Unknown
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC",,34.066206,74.81982,CO,10.0,21.0,17.0,,,,,,,11.0,Unknown
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",,23.80569,86.44268,PM2.5,,,,,,,,,,,Unknown
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",,23.80569,86.44268,NO2,,,,,,,,,,,Unknown
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",,23.80569,86.44268,CO,40.0,98.0,69.0,,,,,,,58.0,Unknown
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",,23.707909,86.41467,PM2.5,38.0,81.0,57.0,,,,,,,43.0,Satisfactory
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",,23.707909,86.41467,NO2,8.0,8.0,8.0,,,,,,,0.0,Unknown
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",,15.888653,74.541751,OZONE,18.0,20.0,19.0,,,,,,,2.0,Unknown
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",,12.9135218,77.5950804,OZONE,23.0,24.0,24.0,,,,,,,1.0,Unknown
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",,12.9352049,77.6814488,PM2.5,6.0,33.0,22.0,,,,,,,27.0,Good
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",,28.360699,76.93609,CO,8.0,23.0,14.0,,,,,,,15.0,Unknown
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",,28.1485564,77.3320667,PM2.5,59.0,343.0,128.0,,,,,,,284.0,Very Poor
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",,28.1485564,77.3320667,NO2,23.0,24.0,24.0,,,,,,,1.0,Unknown
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",,28.3153,76.9143,PM10,85.0,256.0,116.0,,,,,,,171.0,Moderate
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB",,30.7057778,76.85318056,NO2,23.0,25.0,24.0,,,,,,,2.0,Unknown
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB",,30.7057778,76.85318056,OZONE,4.0,63.0,34.0,,,,,,,59.0,Unknown
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",,29.432304,76.972765,PM2.5,28.0,121.0,79.0,,,,,,,93.0,Moderate
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",,29.432304,76.972765,CO,38.0,41.0,40.0,,,,,,,3.0,Unknown
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",,28.52123,76.37138,CO,32.0,38.0,35.0,,,,,,,6.0,Unknown
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",,13.428828,77.731418,PM2.5,43.0,83.0,61.0,,,,,,,40.0,Moderate
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",,13.428828,77.731418,NO2,3.0,6.0,4.0,,,,,,,3.0,Unknown
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",,13.428828,77.731418,SO2,14.0,32.0,21.0,,,,,,,18.0,Unknown
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",,13.428828,77.731418,CO,30.0,67.0,32.0,,,,,,,37.0,Unknown
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",,13.428828,77.731418,OZONE,3.0,18.0,8.0,,,,,,,15.0,Unknown
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",,13.328028,75.797056,NH3,2.0,3.0,2.0,,,,,,,1.0,Unknown
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",,13.328028,75.797056,CO,11.0,117.0,19.0,,,,,,,106.0,Unknown
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",,15.3714823,75.1160168,NH3,1.0,2.0,1.0,,,,,,,1.0,Unknown
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",,15.3714823,75.1160168,CO,8.0,38.0,20.0,,,,,,,30.0,Unknown
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",,17.336318,76.847397,PM2.5,13.0,53.0,37.0,,,,,,,40.0,Satisfactory
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",,12.9352049,77.6814488,NO2,7.0,31.0,19.0,,,,,,,24.0,Unknown
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",,12.9352049,77.6814488,OZONE,13.0,44.0,36.0,,,,,,,31.0,Unknown
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",,12.951913,77.539784,NO2,25.0,32.0,28.0,,,,,,,7.0,Unknown
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",,12.951913,77.539784,OZONE,32.0,119.0,78.0,,,,,,,87.0,Unknown
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,12.9756843,77.5660749,SO2,9.0,10.0,10.0,,,,,,,1.0,Unknown
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",,13.029152,77.585901,NH3,1.0,7.0,3.0,,,,,,,6.0,Unknown
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",,13.029152,77.585901,SO2,3.0,16.0,10.0,,,,,,,13.0,Unknown
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",,12.920984,77.584908,NO2,7.0,30.0,20.0,,,,,,,23.0,Unknown
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",,12.920984,77.584908,CO,5.0,48.0,22.0,,,,,,,43.0,Unknown
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",,28.3419248,77.319699,OZONE,2.0,50.0,44.0,,,,,,,48.0,Unknown
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",,28.806223,76.141105,OZONE,2.0,12.0,5.0,,,,,,,10.0,Unknown
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",,28.593883,76.270653,PM2.5,118.0,325.0,251.0,,,,,,,207.0,Severe
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",,28.2068,76.7997,PM2.5,73.0,210.0,119.0,,,,,,,137.0,Poor
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",,28.39072,77.30059,PM2.5,95.0,110.0,102.0,,,,,,,15.0,Poor
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",,28.376058,77.315741,NH3,10.0,10.0,10.0,,,,,,,0.0,Unknown
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",,28.376058,77.315741,SO2,3.0,3.0,3.0,,,,,,,0.0,Unknown
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",,28.4417,77.3217,SO2,6.0,6.0,6.0,,,,,,,0.0,Unknown
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",,28.422681,77.148944,PM2.5,28.0,307.0,125.0,,,,,,,279.0,Very Poor
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",,28.422681,77.148944,PM10,65.0,386.0,194.0,,,,,,,321.0,Moderate
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",,28.422681,77.148944,NO2,17.0,24.0,19.0,,,,,,,7.0,Unknown
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",,28.4227,77.0667,NO2,4.0,10.0,6.0,,,,,,,6.0,Unknown
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",,28.4227,77.0667,OZONE,7.0,35.0,33.0,,,,,,,28.0,Unknown
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",,28.4275,77.1465,SO2,2.0,18.0,11.0,,,,,,,16.0,Unknown
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",,28.4501238,77.0263051,PM2.5,76.0,161.0,110.0,,,,,,,85.0,Poor
India,Haryana,Jind,"Police Lines, Jind - HSPCB",,29.307814,76.337619,PM10,72.0,157.0,113.0,,,,,,,85.0,Moderate
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",,29.8006,76.4155,PM10,81.0,123.0,108.0,,,,,,,42.0,Moderate
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",,29.8006,76.4155,NO2,13.0,34.0,31.0,,,,,,,21.0,Unknown
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",,29.8006,76.4155,SO2,30.0,108.0,82.0,,,,,,,78.0,Unknown
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",,29.966942,76.875879,PM2.5,55.0,149.0,106.0,,,,,,,94.0,Poor
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB",,27.9002,76.9938,PM2.5,31.0,69.0,47.0,,,,,,,38.0,Satisfactory
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",,28.360699,76.93609,NO2,19.0,83.0,35.0,,,,,,,64.0,Unknown
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",,19.10122,74.73339,SO2,5.0,14.0,8.0,,,,,,,9.0,Unknown
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",,19.10122,74.73339,OZONE,6.0,118.0,107.0,,,,,,,112.0,Unknown
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",,20.719516,77.000253,PM10,31.0,228.0,81.0,,,,,,,197.0,Satisfactory
India,Maharashtra,Ambernath,"Chinchpada, Ambernath - MPCB",,19.215784,73.199781,PM10,38.0,99.0,61.0,,,,,,,61.0,Satisfactory
India,Maharashtra,Ambernath,"Chinchpada, Ambernath - MPCB",,19.215784,73.199781,NO2,20.0,73.0,47.0,,,,,,,53.0,Unknown
India,Maharashtra,Ambernath,"Chinchpada, Ambernath - MPCB",,19.215784,73.199781,NH3,2.0,9.0,6.0,,,,,,,7.0,Unknown
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",,20.9402359,77.7895248,PM10,45.0,93.0,56.0,,,,,,,48.0,Satisfactory
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",,20.9402359,77.7895248,OZONE,10.0,64.0,58.0,,,,,,,54.0,Unknown
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",,20.939198,77.765701,CO,24.0,110.0,30.0,,,,,,,86.0,Unknown
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",,19.8389439,75.244448,NO2,14.0,23.0,18.0,,,,,,,9.0,Unknown
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",,19.8389439,75.244448,SO2,29.0,54.0,34.0,,,,,,,25.0,Unknown
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",,10.5324,76.2159,PM10,,,,,,,,,,,Unknown
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",,10.5324,76.2159,NO2,,,,,,,,,,,Unknown
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",,10.5324,76.2159,OZONE,,,,,,,,,,,Unknown
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",,23.264759,77.381568,PM2.5,27.0,133.0,63.0,,,,,,,106.0,Moderate
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",,23.264759,77.381568,PM10,70.0,136.0,110.0,,,,,,,66.0,Moderate
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",,23.233584,77.400574,NH3,5.0,6.0,6.0,,,,,,,1.0,Unknown
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",,23.233584,77.400574,SO2,5.0,38.0,21.0,,,,,,,33.0,Unknown
India,Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",,23.81748678,79.446246,SO2,44.0,59.0,50.0,,,,,,,15.0,Unknown
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",,22.9682591,76.064118,PM10,69.0,134.0,97.0,,,,,,,65.0,Satisfactory
India,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",,26.259242,78.216432,NO2,29.0,82.0,59.0,,,,,,,53.0,Unknown
India,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",,26.259242,78.216432,OZONE,48.0,145.0,92.0,,,,,,,97.0,Unknown
India,Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",,26.200388,78.147714,SO2,2.0,26.0,13.0,,,,,,,24.0,Unknown
India,Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",,26.200388,78.147714,OZONE,74.0,160.0,159.0,,,,,,,86.0,Unknown
India,Madhya Pradesh,Indore,"Airport Area, Indore - IMC",,22.7289,75.8076,PM10,43.0,106.0,66.0,,,,,,,63.0,Satisfactory
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",,22.431,75.5213,CO,14.0,68.0,26.0,,,,,,,54.0,Unknown
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",,22.431,75.5213,OZONE,9.0,19.0,16.0,,,,,,,10.0,Unknown
India,Madhya Pradesh,Indore,"Maguda Nagar, Indore - IMC",,22.7524,75.8872,PM10,28.0,106.0,51.0,,,,,,,78.0,Satisfactory
India,Madhya Pradesh,Indore,"Maguda Nagar, Indore - IMC",,22.7524,75.8872,CO,32.0,46.0,37.0,,,,,,,14.0,Unknown
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",,16.802639,75.722694,PM10,38.0,40.0,39.0,,,,,,,2.0,Good
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",,16.7602,77.1428,PM2.5,44.0,76.0,58.0,,,,,,,32.0,Satisfactory
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",,11.875,75.3732,NH3,1.0,2.0,2.0,,,,,,,1.0,Unknown
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",,11.875,75.3732,OZONE,30.0,35.0,33.0,,,,,,,5.0,Unknown
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",,8.8787,76.6073,SO2,,,,,,,,,,,Unknown
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",,8.5637,76.8865,SO2,,,,,,,,,,,Unknown
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",,8.5149093,76.9435879,PM10,34.0,57.0,47.0,,,,,,,23.0,Good
India,Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",,23.142888,79.916147,CO,24.0,66.0,28.0,,,,,,,42.0,Unknown
India,Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",,23.142888,79.916147,OZONE,4.0,45.0,41.0,,,,,,,41.0,Unknown
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",,23.168606,79.932247,NH3,4.0,8.0,6.0,,,,,,,4.0,Unknown
India,Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",,23.218135,79.95777,CO,21.0,109.0,42.0,,,,,,,88.0,Unknown
India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",,23.50016,80.23284,PM2.5,22.0,123.0,68.0,,,,,,,101.0,Moderate
India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",,23.50016,80.23284,CO,16.0,94.0,20.0,,,,,,,78.0,Unknown
India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",,23.50016,80.23284,OZONE,29.0,101.0,94.0,,,,,,,72.0,Unknown
India,Madhya Pradesh,Maihar,"Sahilara, Maihar - KJS Cements",,24.2613009,80.7231783,CO,80.0,83.0,81.0,,,,,,,3.0,Unknown
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",,22.624758,75.675238,PM10,76.0,135.0,110.0,,,,,,,59.0,Moderate
India,Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",,23.838586,78.759431,NH3,1.0,4.0,2.0,,,,,,,3.0,Unknown
India,Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",,23.838586,78.759431,CO,12.0,46.0,15.0,,,,,,,34.0,Unknown
India,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",,24.58434363,80.8549414,NO2,12.0,13.0,12.0,,,,,,,1.0,Unknown
India,Madhya Pradesh,Ujjain,"Mahashweta Nagar, Ujjain - MPPCB",,23.1633321,75.800225,NH3,8.0,15.0,11.0,,,,,,,7.0,Unknown
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",,19.10122,74.73339,NO2,17.0,25.0,21.0,,,,,,,8.0,Unknown
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",,17.336318,76.847397,CO,34.0,120.0,41.0,,,,,,,86.0,Unknown
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",,12.21041,76.37376,PM2.5,16.0,56.0,29.0,,,,,,,40.0,Good
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",,12.21041,76.37376,OZONE,14.0,257.0,107.0,,,,,,,243.0,Unknown
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",,12.733409,77.298051,CO,12.0,48.0,18.0,,,,,,,36.0,Unknown
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",,13.94,75.555917,PM2.5,19.0,34.0,26.0,,,,,,,15.0,Good
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",,13.94,75.555917,NH3,2.0,3.0,2.0,,,,,,,1.0,Unknown
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",,13.94,75.555917,CO,8.0,22.0,12.0,,,,,,,14.0,Unknown
India,Madhya Pradesh,Indore,"Regional Park, Indore - IMC",,22.678,75.8559,CO,17.0,30.0,20.0,,,,,,,13.0,Unknown
India,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",,22.7084,75.8815,PM10,32.0,82.0,51.0,,,,,,,50.0,Satisfactory
India,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",,22.7084,75.8815,NO2,,,,,,,,,,,Unknown
India,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",,22.7084,75.8815,CO,29.0,54.0,30.0,,,,,,,25.0,Unknown
India,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",,22.7084,75.8815,OZONE,7.0,14.0,13.0,,,,,,,7.0,Unknown
India,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",,23.163174,79.973061,PM2.5,23.0,150.0,53.0,,,,,,,127.0,Satisfactory
India,Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",,23.142888,79.916147,NO2,8.0,9.0,8.0,,,,,,,1.0,Unknown
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",,19.863756,75.321188,PM2.5,43.0,90.0,61.0,,,,,,,47.0,Moderate
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",,19.863756,75.321188,CO,27.0,68.0,29.0,,,,,,,41.0,Unknown
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",,19.16485,73.23409,PM10,63.0,125.0,90.0,,,,,,,62.0,Satisfactory
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",,19.309073,73.057223,PM2.5,50.0,98.0,68.0,,,,,,,48.0,Moderate
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",,19.309073,73.057223,PM10,66.0,119.0,89.0,,,,,,,53.0,Satisfactory
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",,20.555712,74.529236,NO2,11.0,22.0,17.0,,,,,,,11.0,Unknown
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",,20.555712,74.529236,SO2,,,,,,,,,,,Unknown
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",,19.296481,72.840923,NO2,8.0,39.0,19.0,,,,,,,31.0,Unknown
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",,19.296481,72.840923,SO2,7.0,10.0,8.0,,,,,,,3.0,Unknown
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",,19.053536,72.84643,PM2.5,31.0,186.0,85.0,,,,,,,155.0,Moderate
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",,19.053536,72.84643,NH3,18.0,48.0,29.0,,,,,,,30.0,Unknown
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",,19.065931,72.862131,PM10,69.0,120.0,89.0,,,,,,,51.0,Satisfactory
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",,19.065931,72.862131,NH3,3.0,8.0,4.0,,,,,,,5.0,Unknown
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",,19.065931,72.862131,SO2,2.0,4.0,3.0,,,,,,,2.0,Unknown
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",,19.065931,72.862131,OZONE,1.0,81.0,53.0,,,,,,,80.0,Unknown
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",,19.23241,72.86895,PM2.5,53.0,98.0,70.0,,,,,,,45.0,Moderate
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",,19.23241,72.86895,NO2,24.0,62.0,37.0,,,,,,,38.0,Unknown
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",,19.2243333,72.8658113,NO2,,,,,,,,,,,Unknown
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",,19.2243333,72.8658113,CO,8.0,16.0,12.0,,,,,,,8.0,Unknown
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",,21.14472,79.107595,NO2,14.0,110.0,53.0,,,,,,,96.0,Unknown
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",,21.14472,79.107595,NH3,3.0,27.0,13.0,,,,,,,24.0,Unknown
