country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,date,year,month,day,hour,day_name,pollutant_range,pollution_category
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",,22.431,75.5213,NO2,53.0,131.0,86.0,,,,,,,78.0,Unknown
India,Madhya Pradesh,Indore,"Maguda Nagar, Indore - IMC",,22.7524,75.8872,SO2,20.0,27.0,23.0,,,,,,,7.0,Unknown
India,Madhya Pradesh,Indore,"Maguda Nagar, Indore - IMC",,22.7524,75.8872,OZONE,12.0,17.0,16.0,,,,,,,5.0,Unknown
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",,16.802639,75.722694,NO2,11.0,12.0,11.0,,,,,,,1.0,Unknown
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",,16.7602,77.1428,NH3,1.0,2.0,1.0,,,,,,,1.0,Unknown
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",,16.7602,77.1428,CO,18.0,62.0,27.0,,,,,,,44.0,Unknown
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",,16.7602,77.1428,OZONE,18.0,37.0,23.0,,,,,,,19.0,Unknown
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",,11.875,75.3732,CO,15.0,18.0,16.0,,,,,,,3.0,Unknown
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",,8.8787,76.6073,PM10,,,,,,,,,,,Unknown
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",,8.8787,76.6073,CO,14.0,17.0,16.0,,,,,,,3.0,Unknown
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",,8.5149093,76.9435879,NO2,,,,,,,,,,,Unknown
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",,19.10122,74.73339,PM2.5,,,,,,,,,,,Unknown
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",,20.719516,77.000253,CO,18.0,60.0,19.0,,,,,,,42.0,Unknown
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",,20.719516,77.000253,OZONE,3.0,89.0,82.0,,,,,,,86.0,Unknown
India,Maharashtra,Ambernath,"Chinchpada, Ambernath - MPCB",,19.215784,73.199781,SO2,4.0,39.0,12.0,,,,,,,35.0,Unknown
India,Maharashtra,Ambernath,"Chinchpada, Ambernath - MPCB",,19.215784,73.199781,OZONE,1.0,54.0,39.0,,,,,,,53.0,Unknown
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",,20.9402359,77.7895248,PM2.5,28.0,64.0,43.0,,,,,,,36.0,Satisfactory
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",,20.9402359,77.7895248,CO,12.0,27.0,18.0,,,,,,,15.0,Unknown
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",,20.939198,77.765701,SO2,19.0,24.0,20.0,,,,,,,5.0,Unknown
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",,12.917348,77.622813,CO,12.0,44.0,17.0,,,,,,,32.0,Unknown
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",,11.55358,76.55521,PM10,27.0,82.0,51.0,,,,,,,55.0,Satisfactory
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",,11.55358,76.55521,NH3,1.0,2.0,2.0,,,,,,,1.0,Unknown
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",,13.328028,75.797056,PM10,,,,,,,,,,,Unknown
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",,15.459706,75.008381,PM10,63.0,143.0,91.0,,,,,,,80.0,Satisfactory
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",,15.459706,75.008381,CO,36.0,71.0,57.0,,,,,,,35.0,Unknown
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",,15.3714823,75.1160168,PM10,53.0,59.0,55.0,,,,,,,6.0,Satisfactory
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",,10.5324,76.2159,CO,,,,,,,,,,,Unknown
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",,23.264759,77.381568,NH3,5.0,8.0,5.0,,,,,,,3.0,Unknown
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",,23.264759,77.381568,SO2,7.0,12.0,9.0,,,,,,,5.0,Unknown
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",,23.210494,77.425409,PM2.5,18.0,85.0,46.0,,,,,,,67.0,Satisfactory
India,Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",,23.81748678,79.446246,PM2.5,20.0,121.0,61.0,,,,,,,101.0,Moderate
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",,22.9682591,76.064118,NH3,3.0,5.0,4.0,,,,,,,2.0,Unknown
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",,17.336318,76.847397,NH3,2.0,3.0,3.0,,,,,,,1.0,Unknown
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",,12.88925,74.853,PM10,28.0,72.0,42.0,,,,,,,44.0,Good
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",,12.88925,74.853,OZONE,6.0,57.0,14.0,,,,,,,51.0,Unknown
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",,12.21041,76.37376,NH3,3.0,7.0,4.0,,,,,,,4.0,Unknown
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",,12.733409,77.298051,PM10,56.0,106.0,73.0,,,,,,,50.0,Satisfactory
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",,12.733409,77.298051,NH3,3.0,5.0,4.0,,,,,,,2.0,Unknown
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",,23.168606,79.932247,PM10,75.0,177.0,108.0,,,,,,,102.0,Moderate
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",,23.168606,79.932247,CO,60.0,82.0,65.0,,,,,,,22.0,Unknown
India,Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",,23.218135,79.95777,PM2.5,18.0,88.0,46.0,,,,,,,70.0,Satisfactory
India,Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",,23.218135,79.95777,OZONE,2.0,103.0,93.0,,,,,,,101.0,Unknown
India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",,23.50016,80.23284,NH3,3.0,10.0,5.0,,,,,,,7.0,Unknown
India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",,23.50016,80.23284,SO2,10.0,115.0,63.0,,,,,,,105.0,Unknown
India,Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",,23.838586,78.759431,PM10,53.0,108.0,84.0,,,,,,,55.0,Satisfactory
India,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",,24.58434363,80.8549414,CO,19.0,70.0,21.0,,,,,,,51.0,Unknown
India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",,24.10897,82.64558,NH3,2.0,4.0,3.0,,,,,,,2.0,Unknown
India,Madhya Pradesh,Ujjain,"Mahashweta Nagar, Ujjain - MPPCB",,23.1633321,75.800225,PM2.5,25.0,217.0,70.0,,,,,,,192.0,Moderate
India,Madhya Pradesh,Indore,"Regional Park, Indore - IMC",,22.678,75.8559,PM10,10.0,59.0,39.0,,,,,,,49.0,Good
India,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",,23.163174,79.973061,PM10,26.0,106.0,49.0,,,,,,,80.0,Good
India,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",,23.163174,79.973061,NH3,1.0,2.0,2.0,,,,,,,1.0,Unknown
India,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",,23.163174,79.973061,SO2,1.0,5.0,2.0,,,,,,,4.0,Unknown
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",,19.04946,72.923,CO,40.0,86.0,56.0,,,,,,,46.0,Unknown
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",,19.083694,72.920967,NO2,8.0,26.0,15.0,,,,,,,18.0,Unknown
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",,19.083694,72.920967,NH3,4.0,14.0,9.0,,,,,,,10.0,Unknown
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",,19.083694,72.920967,CO,2.0,26.0,13.0,,,,,,,24.0,Unknown
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC",,19.215859,72.831718,SO2,,,,,,,,,,,Unknown
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC",,19.215859,72.831718,CO,,,,,,,,,,,Unknown
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",,19.0632143,72.8456324,PM10,61.0,111.0,80.0,,,,,,,50.0,Satisfactory
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",,19.0632143,72.8456324,CO,16.0,39.0,30.0,,,,,,,23.0,Unknown
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",,19.1653323,72.922099,PM2.5,12.0,126.0,47.0,,,,,,,114.0,Satisfactory
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",,19.1653323,72.922099,NH3,4.0,5.0,5.0,,,,,,,1.0,Unknown
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",,19.1653323,72.922099,OZONE,13.0,74.0,62.0,,,,,,,61.0,Unknown
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",,19.19709,72.82204,PM2.5,27.0,71.0,47.0,,,,,,,44.0,Satisfactory
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",,19.000084,72.85673,NO2,21.0,53.0,33.0,,,,,,,32.0,Unknown
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",,19.060498,72.923356,NH3,2.0,8.0,4.0,,,,,,,6.0,Unknown
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",,19.000083,72.813993,NO2,,,,,,,,,,,Unknown
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",,19.000083,72.813993,OZONE,41.0,62.0,56.0,,,,,,,21.0,Unknown
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",,19.047,72.8746,PM10,35.0,500.0,191.0,,,,,,,465.0,Moderate
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",,19.047,72.8746,NH3,7.0,7.0,7.0,,,,,,,0.0,Unknown
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",,19.047,72.8746,SO2,1.0,2.0,1.0,,,,,,,1.0,Unknown
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",,19.047,72.8746,CO,13.0,18.0,14.0,,,,,,,5.0,Unknown
India,Maharashtra,Mumbai,"Worli, Mumbai -MPCB",,18.994218,72.8158167,SO2,25.0,30.0,27.0,,,,,,,5.0,Unknown
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",,21.121801,79.04952,PM2.5,42.0,117.0,69.0,,,,,,,75.0,Moderate
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",,21.121801,79.04952,NH3,1.0,25.0,6.0,,,,,,,24.0,Unknown
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",,21.121801,79.04952,SO2,9.0,28.0,14.0,,,,,,,19.0,Unknown
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",,21.14472,79.107595,CO,24.0,124.0,38.0,,,,,,,100.0,Unknown
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",,21.152875,79.0517531,SO2,4.0,40.0,22.0,,,,,,,36.0,Unknown
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",,21.143383,79.048912,PM2.5,41.0,117.0,69.0,,,,,,,76.0,Moderate
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",,21.143383,79.048912,NO2,2.0,85.0,23.0,,,,,,,83.0,Unknown
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",,21.143383,79.048912,SO2,10.0,29.0,17.0,,,,,,,19.0,Unknown
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB",,19.173852,77.296291,CO,19.0,26.0,22.0,,,,,,,7.0,Unknown
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",,20.0073285,73.7762427,PM2.5,54.0,109.0,77.0,,,,,,,55.0,Moderate
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",,20.0073285,73.7762427,NH3,3.0,3.0,3.0,,,,,,,0.0,Unknown
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",,19.9629,79.298714,PM10,84.0,198.0,128.0,,,,,,,114.0,Moderate
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",,19.9629,79.298714,CO,21.0,34.0,24.0,,,,,,,13.0,Unknown
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",,20.918946,74.776388,PM10,82.0,133.0,109.0,,,,,,,51.0,Moderate
India,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB",,19.2268427,73.0788456,PM10,34.0,93.0,59.0,,,,,,,59.0,Satisfactory
India,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB",,19.2268427,73.0788456,SO2,1.0,26.0,8.0,,,,,,,25.0,Unknown
India,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB",,19.2268427,73.0788456,OZONE,1.0,49.0,30.0,,,,,,,48.0,Unknown
India,Maharashtra,Hingoli,"Ashta Vinayak Nagar, Hingoli - MPCB",,19.710842,77.151824,CO,12.0,40.0,14.0,,,,,,,28.0,Unknown
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",,21.001264,75.565602,NO2,5.0,39.0,13.0,,,,,,,34.0,Unknown
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",,19.25292,73.142019,PM2.5,20.0,461.0,152.0,,,,,,,441.0,Very Poor
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",,19.25292,73.142019,NO2,36.0,36.0,36.0,,,,,,,0.0,Unknown
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",,19.25292,73.142019,OZONE,8.0,8.0,8.0,,,,,,,0.0,Unknown
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",,16.6870449,74.2505872,CO,8.0,32.0,27.0,,,,,,,24.0,Unknown
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",,16.7143745,74.2426398,PM10,36.0,87.0,54.0,,,,,,,51.0,Satisfactory
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",,18.39963,76.57452,PM10,34.0,120.0,59.0,,,,,,,86.0,Satisfactory
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",,18.39963,76.57452,SO2,1.0,15.0,6.0,,,,,,,14.0,Unknown
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",,18.1023399,73.4783687,PM2.5,44.0,86.0,61.0,,,,,,,42.0,Moderate
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",,19.863756,75.321188,NH3,1.0,5.0,4.0,,,,,,,4.0,Unknown
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",,19.16485,73.23409,NH3,5.0,8.0,6.0,,,,,,,3.0,Unknown
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",,19.16485,73.23409,CO,24.0,38.0,33.0,,,,,,,14.0,Unknown
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",,19.0243902,73.0406721,SO2,,,,,,,,,,,Unknown
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",,19.309073,73.057223,CO,6.0,32.0,16.0,,,,,,,26.0,Unknown
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",,19.786089,72.757971,PM2.5,48.0,49.0,49.0,,,,,,,1.0,Satisfactory
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",,19.786089,72.757971,PM10,57.0,59.0,58.0,,,,,,,2.0,Satisfactory
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",,19.786089,72.757971,SO2,19.0,20.0,20.0,,,,,,,1.0,Unknown
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",,18.9767,72.838,NH3,2.0,12.0,5.0,,,,,,,10.0,Unknown
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",,18.9767,72.838,SO2,1.0,8.0,3.0,,,,,,,7.0,Unknown
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",,19.10078,72.87462,SO2,,,,,,,,,,,Unknown
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",,18.91,72.82,NO2,28.0,28.0,28.0,,,,,,,0.0,Unknown
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",,18.91,72.82,SO2,,,,,,,,,,,Unknown
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",,19.04946,72.923,PM2.5,7.0,123.0,69.0,,,,,,,116.0,Moderate
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",,19.04946,72.923,NO2,4.0,23.0,11.0,,,,,,,19.0,Unknown
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",,19.19709,72.82204,SO2,2.0,22.0,7.0,,,,,,,20.0,Unknown
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB",,19.1878657,72.8304069,NO2,7.0,21.0,12.0,,,,,,,14.0,Unknown
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM",,18.897756,72.81332,PM2.5,47.0,74.0,60.0,,,,,,,27.0,Satisfactory
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",,19.1375,72.915056,SO2,1.0,13.0,3.0,,,,,,,12.0,Unknown
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",,20.555712,74.529236,OZONE,1.0,124.0,79.0,,,,,,,123.0,Unknown
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",,19.065931,72.862131,NO2,16.0,39.0,21.0,,,,,,,23.0,Unknown
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB",,21.941841,86.728318,CO,6.0,34.0,21.0,,,,,,,28.0,Unknown
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",,20.24079,85.836784,NO2,3.0,19.0,11.0,,,,,,,16.0,Unknown
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB",,20.34652,85.8163,PM2.5,17.0,83.0,43.0,,,,,,,66.0,Satisfactory
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB",,20.34652,85.8163,SO2,1.0,9.0,6.0,,,,,,,8.0,Unknown
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB",,20.34652,85.8163,OZONE,7.0,79.0,62.0,,,,,,,72.0,Unknown
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB",,22.06156703,85.47409613,NH3,,,,,,,,,,,Unknown
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB",,22.06156703,85.47409613,OZONE,15.0,21.0,18.0,,,,,,,6.0,Unknown
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",,20.94185,86.1151,SO2,8.0,23.0,15.0,,,,,,,15.0,Unknown
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",,20.94185,86.1151,CO,56.0,113.0,92.0,,,,,,,57.0,Unknown
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",,20.94185,86.1151,OZONE,9.0,194.0,194.0,,,,,,,185.0,Unknown
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",,20.48891,85.84768,PM10,65.0,115.0,90.0,,,,,,,50.0,Satisfactory
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",,20.48891,85.84768,OZONE,6.0,113.0,78.0,,,,,,,107.0,Unknown
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",,21.6439,85.599355,PM10,57.0,97.0,77.0,,,,,,,40.0,Satisfactory
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",,21.6439,85.599355,CO,21.0,36.0,28.0,,,,,,,15.0,Unknown
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",,21.6439,85.599355,OZONE,16.0,50.0,43.0,,,,,,,34.0,Unknown
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB",,22.18972222,84.86277778,NO2,,,,,,,,,,,Unknown
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",,22.220833,84.809444,PM2.5,65.0,92.0,77.0,,,,,,,27.0,Moderate
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",,22.220833,84.809444,NO2,15.0,15.0,15.0,,,,,,,0.0,Unknown
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",,22.220833,84.809444,NH3,1.0,2.0,1.0,,,,,,,1.0,Unknown
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",,22.220833,84.809444,SO2,5.0,6.0,6.0,,,,,,,1.0,Unknown
India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB",,22.245,84.88111111,PM2.5,46.0,74.0,55.0,,,,,,,28.0,Satisfactory
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM",,18.57304,73.927715,OZONE,12.0,82.0,67.0,,,,,,,70.0,Unknown
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM",,18.536457,73.805454,CO,2.0,76.0,55.0,,,,,,,74.0,Unknown
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM",,18.536457,73.805454,OZONE,6.0,61.0,36.0,,,,,,,55.0,Unknown
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM",,18.530085,73.849598,OZONE,18.0,59.0,35.0,,,,,,,41.0,Unknown
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB",,18.547056,73.826908,PM10,48.0,82.0,62.0,,,,,,,34.0,Satisfactory
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB",,18.547056,73.826908,NO2,6.0,39.0,21.0,,,,,,,33.0,Unknown
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB",,18.547056,73.826908,SO2,1.0,7.0,5.0,,,,,,,6.0,Unknown
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB",,18.547056,73.826908,OZONE,1.0,82.0,64.0,,,,,,,81.0,Unknown
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB",,16.5038,74.3623,SO2,21.0,24.0,22.0,,,,,,,3.0,Unknown
India,Maharashtra,Navi Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",,19.02579,73.10297,NH3,3.0,6.0,5.0,,,,,,,3.0,Unknown
India,Maharashtra,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",,19.063,73.1209,PM10,86.0,130.0,106.0,,,,,,,44.0,Moderate
India,Maharashtra,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",,19.063,73.1209,NO2,15.0,45.0,25.0,,,,,,,30.0,Unknown
India,Maharashtra,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",,19.063,73.1209,CO,9.0,33.0,19.0,,,,,,,24.0,Unknown
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB",,19.265594,76.761463,PM10,50.0,343.0,117.0,,,,,,,293.0,Moderate
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB",,19.265594,76.761463,CO,6.0,16.0,12.0,,,,,,,10.0,Unknown
India,Maharashtra,Pimpri-Chinchwad,"Bhosari,Pimpri-Chinchwad - IITM",,18.640051,73.848956,CO,2.0,58.0,2.0,,,,,,,56.0,Unknown
India,Maharashtra,Pimpri-Chinchwad,"Bhumkar Nagar, Pimpri-Chinchwad - IITM",,18.60577,73.749976,CO,24.0,70.0,34.0,,,,,,,46.0,Unknown
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB",,23.7176342,92.7192841,PM2.5,3.0,42.0,18.0,,,,,,,39.0,Good
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB",,23.7176342,92.7192841,PM10,49.0,86.0,67.0,,,,,,,37.0,Satisfactory
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB",,23.7176342,92.7192841,OZONE,,,,,,,,,,,Unknown
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",,20.832874,85.104082,PM2.5,22.0,193.0,70.0,,,,,,,171.0,Moderate
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB",,21.51161,86.89088,SO2,7.0,26.0,15.0,,,,,,,19.0,Unknown
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB",,22.1166054,85.3945546,PM2.5,28.0,193.0,96.0,,,,,,,165.0,Poor
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB",,21.941841,86.728318,NH3,1.0,1.0,1.0,,,,,,,0.0,Unknown
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB",,20.021503,73.813844,OZONE,18.0,114.0,61.0,,,,,,,96.0,Unknown
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB",,19.95022,73.73148,CO,14.0,42.0,34.0,,,,,,,28.0,Unknown
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB",,19.9591346,73.7788008,PM10,41.0,93.0,66.0,,,,,,,52.0,Satisfactory
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB",,19.9591346,73.7788008,NO2,5.0,19.0,11.0,,,,,,,14.0,Unknown
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB",,19.9591346,73.7788008,CO,13.0,44.0,18.0,,,,,,,31.0,Unknown
India,Maharashtra,Navi Mumbai,"Mahape, Navi Mumbai - MPCB",,19.1135051,73.008978,SO2,17.0,19.0,18.0,,,,,,,2.0,Unknown
India,Maharashtra,Navi Mumbai,"Nerul, Navi Mumbai - MPCB",,19.008751,73.01662,PM10,,,,,,,,,,,Unknown
India,Maharashtra,Navi Mumbai,"Nerul, Navi Mumbai - MPCB",,19.008751,73.01662,NH3,7.0,7.0,7.0,,,,,,,0.0,Unknown
India,Maharashtra,Satara,"Koyana Nagar, Satara - MPCB",,17.696651,74.003387,PM2.5,25.0,81.0,48.0,,,,,,,56.0,Satisfactory
India,Maharashtra,Satara,"Koyana Nagar, Satara - MPCB",,17.696651,74.003387,NO2,9.0,55.0,22.0,,,,,,,46.0,Unknown
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",,17.6336264,75.9132495,PM2.5,40.0,87.0,59.0,,,,,,,47.0,Satisfactory
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",,17.6336264,75.9132495,CO,12.0,84.0,16.0,,,,,,,72.0,Unknown
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB",,17.65439,75.90649,SO2,2.0,12.0,7.0,,,,,,,10.0,Unknown
