country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",21-04-2026 17:00,28.674045,77.131023,OZONE,16,92,81
India,Delhi,Delhi,"Pusa, Delhi - IMD",21-04-2026 17:00,28.63611,77.173332,NO2,3,54,25
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",21-04-2026 17:00,28.563262,77.186937,NH3,12,25,15
India,Delhi,Delhi,"Rohini, Delhi - DPCC",21-04-2026 17:00,28.732528,77.11992,PM2.5,32,368,134
India,Delhi,Delhi,"Rohini, Delhi - DPCC",21-04-2026 17:00,28.732528,77.11992,NH3,6,9,7
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",21-04-2026 17:00,28.6514781,77.1473105,CO,40,110,70
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",21-04-2026 17:00,28.611281,77.237738,OZONE,2,81,67
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",21-04-2026 17:00,28.60909,77.0325413,PM10,103,228,162
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC",21-04-2026 17:00,28.594004,76.909423,PM10,113,281,177
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC",21-04-2026 17:00,28.594004,76.909423,NH3,5,6,5
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",21-04-2026 17:00,28.570173,76.933762,NO2,13,68,40
India,Gujarat,Surat,"Science Center, Surat - SMC",21-04-2026 17:00,21.170046,72.795405,PM10,57,131,82
India,Gujarat,Surat,"Science Center, Surat - SMC",21-04-2026 17:00,21.170046,72.795405,SO2,17,20,18
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro",21-04-2026 17:00,22.320153,73.216285,PM2.5,63,291,125
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",21-04-2026 17:00,20.362421,72.918013,PM2.5,62,153,92
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",21-04-2026 17:00,28.3419248,77.319699,PM10,194,403,294
India,Haryana,Jind,"Police Lines, Jind - HSPCB",21-04-2026 17:00,29.307814,76.337619,PM2.5,84,308,185
India,Haryana,Jind,"Police Lines, Jind - HSPCB",21-04-2026 17:00,29.307814,76.337619,CO,5,27,6
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",21-04-2026 17:00,29.6953,77.0027,PM2.5,70,152,104
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",21-04-2026 17:00,29.6953,77.0027,SO2,5,11,9
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",21-04-2026 17:00,29.6953,77.0027,CO,12,14,13
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",21-04-2026 17:00,29.966942,76.875879,PM10,146,231,185
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",21-04-2026 17:00,29.966942,76.875879,SO2,2,25,18
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB",21-04-2026 17:00,27.9002,76.9938,OZONE,25,32,28
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",21-04-2026 17:00,28.360699,76.93609,PM10,59,156,113
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",21-04-2026 17:00,28.806223,76.141105,PM10,26,36,28
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",21-04-2026 17:00,28.806223,76.141105,SO2,1,13,8
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",21-04-2026 17:00,28.806223,76.141105,CO,3,10,7
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",21-04-2026 17:00,28.593883,76.270653,PM10,106,204,159
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",21-04-2026 17:00,28.593883,76.270653,NH3,5,8,6
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",21-04-2026 17:00,28.39072,77.30059,SO2,8,8,8
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",21-04-2026 17:00,28.376058,77.315741,NO2,29,33,31
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",21-04-2026 17:00,12.920984,77.584908,OZONE,26,71,58
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",21-04-2026 17:00,13.003872,77.664217,PM10,NA,NA,NA
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",21-04-2026 17:00,13.003872,77.664217,NO2,NA,NA,NA
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",21-04-2026 17:00,13.003872,77.664217,CO,NA,NA,NA
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",21-04-2026 17:00,12.921418,77.502466,PM10,24,143,94
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",21-04-2026 17:00,12.990328,77.5431385,PM10,NA,NA,NA
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",21-04-2026 17:00,13.0246342,77.5080115,PM2.5,28,43,33
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",21-04-2026 17:00,23.80569,86.44268,SO2,NA,NA,NA
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",21-04-2026 17:00,23.707909,86.41467,PM10,54,316,105
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",21-04-2026 17:00,23.707909,86.41467,OZONE,22,22,22
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",21-04-2026 17:00,16.172806,75.659694,SO2,3,7,7
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",21-04-2026 17:00,16.172806,75.659694,CO,2,50,26
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",21-04-2026 17:00,15.888653,74.541751,NH3,2,12,8
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",21-04-2026 17:00,29.5364,75.0158,NO2,15,20,18
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",21-04-2026 17:00,29.5364,75.0158,OZONE,50,144,108
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",21-04-2026 17:00,29.0272,77.0621,CO,43,52,47
India,Haryana,Yamuna Nagar,"Gobind Pura, Yamuna Nagar - HSPCB",21-04-2026 17:00,30.1480566,77.2893471,NO2,11,45,21
India,Haryana,Yamuna Nagar,"Gobind Pura, Yamuna Nagar - HSPCB",21-04-2026 17:00,30.1480566,77.2893471,NH3,1,6,3
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",21-04-2026 17:00,12.951913,77.539784,PM10,56,132,96
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",21-04-2026 17:00,12.951913,77.539784,SO2,11,35,23
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",21-04-2026 17:00,12.9756843,77.5660749,CO,56,64,60
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",21-04-2026 17:00,12.920984,77.584908,SO2,6,42,26
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",21-04-2026 17:00,28.4227,77.0667,PM2.5,166,347,276
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",21-04-2026 17:00,28.4227,77.0667,NH3,6,10,8
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",21-04-2026 17:00,28.4275,77.1465,PM2.5,60,239,123
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",21-04-2026 17:00,29.14056,75.744941,CO,25,42,26
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",21-04-2026 17:00,28.360699,76.93609,OZONE,10,50,38
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",21-04-2026 17:00,28.060249,76.113115,OZONE,14,40,34
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",21-04-2026 17:00,28.1485564,77.3320667,OZONE,23,25,24
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",21-04-2026 17:00,28.3419248,77.319699,NH3,3,3,3
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",21-04-2026 17:00,22.9682591,76.064118,OZONE,10,125,31
India,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",21-04-2026 17:00,26.259242,78.216432,CO,23,62,30
India,Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",21-04-2026 17:00,26.200388,78.147714,PM10,77,162,105
India,Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",21-04-2026 17:00,26.200388,78.147714,NH3,NA,NA,NA
India,Madhya Pradesh,Indore,"Airport Area, Indore - IMC",21-04-2026 17:00,22.7289,75.8076,NO2,4,7,5
India,Madhya Pradesh,Indore,"Airport Area, Indore - IMC",21-04-2026 17:00,22.7289,75.8076,CO,48,54,49
India,Madhya Pradesh,Indore,"Airport Area, Indore - IMC",21-04-2026 17:00,22.7289,75.8076,OZONE,11,22,18
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",21-04-2026 17:00,22.431,75.5213,NO2,53,131,86
India,Madhya Pradesh,Indore,"Maguda Nagar, Indore - IMC",21-04-2026 17:00,22.7524,75.8872,SO2,20,27,23
India,Madhya Pradesh,Indore,"Maguda Nagar, Indore - IMC",21-04-2026 17:00,22.7524,75.8872,OZONE,12,17,16
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",21-04-2026 17:00,16.802639,75.722694,NO2,11,12,11
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",21-04-2026 17:00,16.7602,77.1428,NH3,1,2,1
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",21-04-2026 17:00,16.7602,77.1428,CO,18,62,27
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",21-04-2026 17:00,16.7602,77.1428,OZONE,18,37,23
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",21-04-2026 17:00,11.875,75.3732,CO,15,18,16
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",21-04-2026 17:00,8.8787,76.6073,PM10,NA,NA,NA
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",21-04-2026 17:00,8.8787,76.6073,CO,14,17,16
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",21-04-2026 17:00,8.5149093,76.9435879,NO2,NA,NA,NA
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",21-04-2026 17:00,19.10122,74.73339,PM2.5,NA,NA,NA
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",21-04-2026 17:00,20.719516,77.000253,CO,18,60,19
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",21-04-2026 17:00,20.719516,77.000253,OZONE,3,89,82
India,Maharashtra,Ambernath,"Chinchpada, Ambernath - MPCB",21-04-2026 17:00,19.215784,73.199781,SO2,4,39,12
India,Maharashtra,Ambernath,"Chinchpada, Ambernath - MPCB",21-04-2026 17:00,19.215784,73.199781,OZONE,1,54,39
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",21-04-2026 17:00,20.9402359,77.7895248,PM2.5,28,64,43
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",21-04-2026 17:00,20.9402359,77.7895248,CO,12,27,18
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",21-04-2026 17:00,20.939198,77.765701,SO2,19,24,20
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",21-04-2026 17:00,12.917348,77.622813,CO,12,44,17
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",21-04-2026 17:00,11.55358,76.55521,PM10,27,82,51
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",21-04-2026 17:00,11.55358,76.55521,NH3,1,2,2
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",21-04-2026 17:00,13.328028,75.797056,PM10,NA,NA,NA
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",21-04-2026 17:00,15.459706,75.008381,PM10,63,143,91
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",21-04-2026 17:00,15.459706,75.008381,CO,36,71,57
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",21-04-2026 17:00,15.3714823,75.1160168,PM10,53,59,55
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",21-04-2026 17:00,10.5324,76.2159,CO,NA,NA,NA
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",21-04-2026 17:00,23.264759,77.381568,NH3,5,8,5
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",21-04-2026 17:00,23.264759,77.381568,SO2,7,12,9
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",21-04-2026 17:00,23.210494,77.425409,PM2.5,18,85,46
India,Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",21-04-2026 17:00,23.81748678,79.446246,PM2.5,20,121,61
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",21-04-2026 17:00,22.9682591,76.064118,NH3,3,5,4
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",21-04-2026 17:00,17.336318,76.847397,NH3,2,3,3
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",21-04-2026 17:00,12.88925,74.853,PM10,28,72,42
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",21-04-2026 17:00,12.88925,74.853,OZONE,6,57,14
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",21-04-2026 17:00,12.21041,76.37376,NH3,3,7,4
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",21-04-2026 17:00,12.733409,77.298051,PM10,56,106,73
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",21-04-2026 17:00,12.733409,77.298051,NH3,3,5,4
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",21-04-2026 17:00,23.168606,79.932247,PM10,75,177,108
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",21-04-2026 17:00,23.168606,79.932247,CO,60,82,65
India,Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",21-04-2026 17:00,23.218135,79.95777,PM2.5,18,88,46
India,Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",21-04-2026 17:00,23.218135,79.95777,OZONE,2,103,93
India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",21-04-2026 17:00,23.50016,80.23284,NH3,3,10,5
India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",21-04-2026 17:00,23.50016,80.23284,SO2,10,115,63
India,Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",21-04-2026 17:00,23.838586,78.759431,PM10,53,108,84
India,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",21-04-2026 17:00,24.58434363,80.8549414,CO,19,70,21
India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",21-04-2026 17:00,24.10897,82.64558,NH3,2,4,3
India,Madhya Pradesh,Ujjain,"Mahashweta Nagar, Ujjain - MPPCB",21-04-2026 17:00,23.1633321,75.800225,PM2.5,25,217,70
India,Madhya Pradesh,Indore,"Regional Park, Indore - IMC",21-04-2026 17:00,22.678,75.8559,PM10,10,59,39
India,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",21-04-2026 17:00,23.163174,79.973061,PM10,26,106,49
India,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",21-04-2026 17:00,23.163174,79.973061,NH3,1,2,2
India,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",21-04-2026 17:00,23.163174,79.973061,SO2,1,5,2
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",21-04-2026 17:00,19.04946,72.923,CO,40,86,56
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",21-04-2026 17:00,19.083694,72.920967,NO2,8,26,15
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",21-04-2026 17:00,19.083694,72.920967,NH3,4,14,9
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",21-04-2026 17:00,19.083694,72.920967,CO,2,26,13
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC",21-04-2026 17:00,19.215859,72.831718,SO2,NA,NA,NA
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC",21-04-2026 17:00,19.215859,72.831718,CO,NA,NA,NA
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",21-04-2026 17:00,19.0632143,72.8456324,PM10,61,111,80
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",21-04-2026 17:00,19.0632143,72.8456324,CO,16,39,30
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",21-04-2026 17:00,19.1653323,72.922099,PM2.5,12,126,47
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",21-04-2026 17:00,19.1653323,72.922099,NH3,4,5,5
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",21-04-2026 17:00,19.1653323,72.922099,OZONE,13,74,62
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",21-04-2026 17:00,19.19709,72.82204,PM2.5,27,71,47
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",21-04-2026 17:00,19.000084,72.85673,NO2,21,53,33
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",21-04-2026 17:00,19.060498,72.923356,NH3,2,8,4
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",21-04-2026 17:00,19.000083,72.813993,NO2,NA,NA,NA
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",21-04-2026 17:00,19.000083,72.813993,OZONE,41,62,56
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",21-04-2026 17:00,19.047,72.8746,PM10,35,500,191
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",21-04-2026 17:00,19.047,72.8746,NH3,7,7,7
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",21-04-2026 17:00,19.047,72.8746,SO2,1,2,1
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",21-04-2026 17:00,19.047,72.8746,CO,13,18,14
India,Maharashtra,Mumbai,"Worli, Mumbai -MPCB",21-04-2026 17:00,18.994218,72.8158167,SO2,25,30,27
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",21-04-2026 17:00,21.121801,79.04952,PM2.5,42,117,69
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",21-04-2026 17:00,21.121801,79.04952,NH3,1,25,6
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",21-04-2026 17:00,21.121801,79.04952,SO2,9,28,14
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",21-04-2026 17:00,21.14472,79.107595,CO,24,124,38
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",21-04-2026 17:00,21.152875,79.0517531,SO2,4,40,22
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",21-04-2026 17:00,21.143383,79.048912,PM2.5,41,117,69
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",21-04-2026 17:00,21.143383,79.048912,NO2,2,85,23
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",21-04-2026 17:00,21.143383,79.048912,SO2,10,29,17
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB",21-04-2026 17:00,19.173852,77.296291,CO,19,26,22
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",21-04-2026 17:00,20.0073285,73.7762427,PM2.5,54,109,77
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",21-04-2026 17:00,20.0073285,73.7762427,NH3,3,3,3
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",21-04-2026 17:00,19.9629,79.298714,PM10,84,198,128
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",21-04-2026 17:00,19.9629,79.298714,CO,21,34,24
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",21-04-2026 17:00,20.918946,74.776388,PM10,82,133,109
India,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB",21-04-2026 17:00,19.2268427,73.0788456,PM10,34,93,59
India,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB",21-04-2026 17:00,19.2268427,73.0788456,SO2,1,26,8
India,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB",21-04-2026 17:00,19.2268427,73.0788456,OZONE,1,49,30
India,Maharashtra,Hingoli,"Ashta Vinayak Nagar, Hingoli - MPCB",21-04-2026 17:00,19.710842,77.151824,CO,12,40,14
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",21-04-2026 17:00,21.001264,75.565602,NO2,5,39,13
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",21-04-2026 17:00,19.25292,73.142019,PM2.5,20,461,152
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",21-04-2026 17:00,19.25292,73.142019,NO2,36,36,36
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",21-04-2026 17:00,19.25292,73.142019,OZONE,8,8,8
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",21-04-2026 17:00,16.6870449,74.2505872,CO,8,32,27
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",21-04-2026 17:00,16.7143745,74.2426398,PM10,36,87,54
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",21-04-2026 17:00,18.39963,76.57452,PM10,34,120,59
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",21-04-2026 17:00,18.39963,76.57452,SO2,1,15,6
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",21-04-2026 17:00,18.1023399,73.4783687,PM2.5,44,86,61
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",21-04-2026 17:00,19.863756,75.321188,NH3,1,5,4
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",21-04-2026 17:00,19.16485,73.23409,NH3,5,8,6
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",21-04-2026 17:00,19.16485,73.23409,CO,24,38,33
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",21-04-2026 17:00,19.0243902,73.0406721,SO2,NA,NA,NA
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",21-04-2026 17:00,19.309073,73.057223,CO,6,32,16
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",21-04-2026 17:00,19.786089,72.757971,PM2.5,48,49,49
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",21-04-2026 17:00,19.786089,72.757971,PM10,57,59,58
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",21-04-2026 17:00,19.786089,72.757971,SO2,19,20,20
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",21-04-2026 17:00,18.9767,72.838,NH3,2,12,5
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",21-04-2026 17:00,18.9767,72.838,SO2,1,8,3
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",21-04-2026 17:00,19.10078,72.87462,SO2,NA,NA,NA
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",21-04-2026 17:00,18.91,72.82,NO2,28,28,28
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",21-04-2026 17:00,18.91,72.82,SO2,NA,NA,NA
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",21-04-2026 17:00,19.04946,72.923,PM2.5,7,123,69
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",21-04-2026 17:00,19.04946,72.923,NO2,4,23,11
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",21-04-2026 17:00,19.19709,72.82204,SO2,2,22,7
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB",21-04-2026 17:00,19.1878657,72.8304069,NO2,7,21,12
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM",21-04-2026 17:00,18.897756,72.81332,PM2.5,47,74,60
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",21-04-2026 17:00,19.1375,72.915056,SO2,1,13,3
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",21-04-2026 17:00,20.555712,74.529236,OZONE,1,124,79
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",21-04-2026 17:00,19.065931,72.862131,NO2,16,39,21
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB",21-04-2026 17:00,21.941841,86.728318,CO,6,34,21
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",21-04-2026 17:00,20.24079,85.836784,NO2,3,19,11
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB",21-04-2026 17:00,20.34652,85.8163,PM2.5,17,83,43
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB",21-04-2026 17:00,20.34652,85.8163,SO2,1,9,6
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB",21-04-2026 17:00,20.34652,85.8163,OZONE,7,79,62
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB",21-04-2026 17:00,22.06156703,85.47409613,NH3,NA,NA,NA
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB",21-04-2026 17:00,22.06156703,85.47409613,OZONE,15,21,18
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",21-04-2026 17:00,20.94185,86.1151,SO2,8,23,15
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",21-04-2026 17:00,20.94185,86.1151,CO,56,113,92
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",21-04-2026 17:00,20.94185,86.1151,OZONE,9,194,194
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",21-04-2026 17:00,20.48891,85.84768,PM10,65,115,90
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",21-04-2026 17:00,20.48891,85.84768,OZONE,6,113,78
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",21-04-2026 17:00,21.6439,85.599355,PM10,57,97,77
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",21-04-2026 17:00,21.6439,85.599355,CO,21,36,28
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",21-04-2026 17:00,21.6439,85.599355,OZONE,16,50,43
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB",21-04-2026 17:00,22.18972222,84.86277778,NO2,NA,NA,NA
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",21-04-2026 17:00,22.220833,84.809444,PM2.5,65,92,77
